12.10000,15.57000
18.46000,21.53000
14.71000,17.51000
27.90000,34.20000
24.23000,25.72000
19.13000,21.54000
16.73000,20.13000
14.45000,16.93000
32.21000,33.67000
35.56000,41.68000
23.89000,24.77000
38.65000,43.73000
12.35000,14.73000
16.86000,20.01000
18.48000,20.78000
7.18000,12.40000
36.70000,36.15000
28.61000,30.20000
13.17000,16.39000
38.84000,45.48000
11.46000,13.54000
10.77000,14.14000
14.33000,17.23000
11.45000,14.86000
24.28000,25.68000
28.15000,30.19000
11.98000,14.72000
32.09000,31.70000
12.62000,14.15000
24.32000,25.87000
14.61000,15.07000
39.04000,45.13000
32.40000,35.10000
32.75000,34.00000
12.28000,15.64000
38.67000,43.80000
32.69000,33.24000
40.42000,39.70000
15.23000,18.14000
32.96000,33.87000
11.69000,13.65000
14.55000,17.25000
28.56000,29.78000
15.29000,17.82000
11.22000,14.44000
15.18000,17.63000
32.75000,31.00000
13.95000,14.89000
25.98000,26.96000
14.75000,16.44000
14.19000,16.62000
29.79000,29.92000
37.26000,34.62000
32.82000,32.78000
14.42000,17.20000
40.60000,39.85000
23.87000,24.93000
15.34000,19.32000
32.52000,33.85000
12.45000,15.50000
28.09000,34.33000
24.23000,25.02000
14.37000,16.61000
15.20000,19.43000
11.22000,14.65000
12.42000,15.31000
13.78000,16.60000
40.11000,40.77000
15.30000,18.24000
12.19000,14.94000
14.70000,17.20000
28.31000,34.15000
28.58000,29.77000
12.68000,14.09000
12.74000,13.97000
14.51000,16.50000
32.49000,32.83000
25.17000,26.41000
31.28000,35.22000
15.36000,19.18000
12.30000,15.24000
14.71000,17.39000
35.84000,38.35000
13.86000,14.75000
32.26000,33.37000
33.24000,34.50000
28.75000,39.44000
20.71000,25.16000
29.07000,29.82000
14.66000,17.37000
29.50000,29.56000
35.78000,43.12000
10.70000,13.87000
23.93000,29.68000
12.20000,14.94000
10.85000,16.78000
6.01000,10.94000
32.40000,34.07000
36.45000,36.81000
10.14000,13.53000
28.15000,29.79000
13.91000,14.89000
15.34000,17.85000
38.89000,39.66000
14.41000,16.69000
15.55000,21.33000
32.00000,37.58000
12.33000,14.91000
40.79000,44.87000
12.86000,16.17000
32.85000,32.95000
24.77000,29.79000
14.22000,15.39000
26.48000,30.91000
40.12000,37.26000
29.62000,30.08000
36.70000,34.29000
6.85000,11.74000
12.34000,14.92000
15.36000,19.29000
28.18000,30.18000
11.67000,14.58000
28.67000,32.43000
24.13000,26.13000
15.32000,19.42000
13.05000,15.89000
33.08000,34.11000
37.10000,35.29000
10.67000,14.26000
13.01000,15.80000
26.19000,31.39000
41.30000,44.18000
12.31000,15.44000
18.48000,21.54000
6.04000,11.17000
39.86000,38.18000
11.09000,14.30000
11.07000,14.42000
14.32000,16.90000
12.93000,15.83000
32.46000,33.64000
15.30000,18.15000
32.48000,35.48000
10.68000,14.12000
18.88000,22.07000
12.74000,16.14000
12.93000,14.33000
11.44000,14.86000
18.84000,22.49000
28.66000,34.73000
39.86000,36.85000
12.41000,14.92000
26.47000,31.01000
40.57000,40.47000
32.82000,32.96000
35.64000,37.28000
26.33000,31.06000
28.86000,32.83000
24.37000,25.11000
24.77000,29.79000
24.40000,26.02000
42.50000,38.35000
29.90000,31.27000
24.38000,25.91000
12.72000,15.78000
39.04000,45.52000
13.00000,15.59000
10.39000,13.60000
32.26000,33.34000
12.57000,15.42000
29.87000,27.89000
39.83000,36.66000
17.11000,20.43000
11.69000,14.76000
11.16000,14.39000
38.33000,44.16000
11.68000,13.90000
11.49000,13.51000
39.68000,40.10000
28.83000,29.36000
14.34000,15.32000
29.01000,32.85000
14.92000,17.55000
10.35000,13.65000
15.12000,19.26000
12.84000,16.26000
41.26000,46.44000
13.18000,16.27000
29.53000,28.99000
16.90000,16.79000
12.87000,15.85000
11.70000,13.88000
32.31000,34.05000
32.38000,33.62000
17.37000,21.08000
42.77000,38.33000
32.74000,30.53000
28.05000,33.91000
14.54000,16.43000
28.01000,32.92000
12.97000,14.50000
12.49000,15.09000
23.80000,24.61000
10.55000,13.80000
11.64000,14.81000
31.84000,31.60000
16.94000,16.58000
25.37000,31.76000
28.91000,29.64000
28.05000,32.35000
14.33000,16.99000
30.00000,29.93000
17.23000,17.38000
29.47000,29.77000
16.62000,19.90000
12.97000,15.53000
29.67000,30.65000
36.77000,43.14000
38.57000,43.86000
38.82000,39.37000
17.69000,20.82000
31.53000,37.19000
22.79000,28.79000
41.92000,48.03000
12.36000,14.67000
36.95000,37.20000
39.84000,38.48000
28.57000,29.69000
19.68000,29.60000
15.41000,19.23000
36.06000,34.94000
20.84000,28.28000
24.63000,26.44000
29.02000,33.01000
32.38000,31.53000
14.48000,16.74000
23.93000,29.40000
16.76000,20.19000
24.33000,25.98000
15.21000,19.32000
33.48000,33.17000
28.95000,30.34000
29.88000,28.31000
34.72000,38.79000
32.12000,34.07000
17.35000,21.19000
41.73000,47.59000
24.04000,26.18000
16.66000,20.46000
11.80000,14.49000
25.48000,27.76000
14.21000,16.74000
36.57000,35.39000
39.32000,38.17000
32.13000,32.28000
29.09000,29.43000
11.11000,14.28000
35.05000,33.82000
15.12000,19.37000
17.02000,20.48000
16.84000,20.56000
35.69000,40.66000
34.95000,35.04000
26.84000,30.17000
26.28000,30.89000
14.92000,17.79000
12.80000,13.99000
13.68000,15.19000
40.78000,39.55000
28.37000,29.28000
15.16000,19.14000
12.91000,15.37000
36.97000,33.87000
11.16000,14.27000
36.64000,37.01000
23.86000,27.69000
14.44000,17.32000
16.99000,19.65000
32.74000,33.88000
28.17000,30.10000
21.46000,25.38000
17.52000,21.09000
32.39000,30.66000
16.74000,16.00000
36.03000,42.86000
39.83000,36.87000
32.33000,34.48000
24.60000,29.31000
33.27000,33.88000
24.24000,25.16000
15.19000,19.30000
19.00000,22.25000
29.34000,33.37000
42.96000,39.56000
32.21000,33.95000
18.19000,20.21000
10.72000,14.20000
32.94000,34.14000
16.76000,17.36000
13.02000,16.06000
14.65000,15.38000
14.50000,17.03000
24.35000,25.64000
25.38000,26.72000
12.85000,14.37000
11.13000,14.61000
32.15000,36.21000
11.60000,13.70000
12.65000,15.85000
13.00000,14.57000
25.41000,31.73000
24.94000,29.88000
15.16000,17.04000
10.38000,13.49000
33.28000,34.11000
12.78000,15.80000
36.97000,35.10000
14.32000,16.35000
28.40000,33.52000
35.45000,41.86000
12.73000,13.89000
7.10000,12.40000
15.16000,18.06000
16.69000,19.76000
23.67000,24.80000
40.43000,39.48000
36.26000,37.51000
15.55000,21.33000
15.41000,19.37000
24.63000,26.37000
13.86000,16.10000
28.64000,31.14000
14.50000,17.03000
32.84000,32.88000
29.43000,28.38000
22.58000,28.51000
15.16000,15.76000
29.52000,28.43000
37.12000,35.28000
42.62000,39.07000
29.05000,29.67000
32.31000,32.00000
11.43000,14.74000
36.81000,37.05000
40.71000,40.63000
36.96000,36.85000
15.40000,19.24000
